10000 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '26446', 'pageindex': 0, 'classname': '（1）班', 'classid': '26553', 'schoolname': '周恩来红军小学', 'gradeid': '26452', 'draw': 0, 'isadmin': 0, 'length': 10}]
42216 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11163', 'pageindex': 0, 'classname': '（1）班', 'classid': '13328', 'schoolname': '融发幼儿园', 'gradeid': '13017', 'draw': 0, 'isadmin': 0, 'length': 10}]
42222 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '11019', 'pageindex': 0, 'classname': '（2）班', 'classid': '11043', 'schoolname': '苏州市金阊区山塘小学', 'gradeid': '11024', 'draw': 0, 'isadmin': 0, 'length': 10}]
42227 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '22522', 'pageindex': 0, 'classname': '（3）班', 'classid': '22548', 'schoolname': '杞县北关小学', 'gradeid': '22546', 'draw': 0, 'isadmin': 0, 'length': 10}]
42229 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '10815', 'pageindex': 0, 'classname': '（3）班', 'classid': '10840', 'schoolname': '太仓市科教新城南郊小学', 'gradeid': '10816', 'draw': 0, 'isadmin': 0, 'length': 10}]
42232 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '11350', 'pageindex': 0, 'classname': '（1）班', 'classid': '14857', 'schoolname': '王曲街道鱼包头小学', 'gradeid': '13971', 'draw': 0, 'isadmin': 0, 'length': 10}]
42233 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '910', 'pageindex': 0, 'classname': '（7）班', 'classid': '920', 'schoolname': '郑州市第二十四中学', 'gradeid': '911', 'draw': 0, 'isadmin': 0, 'length': 10}]
42241 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '15515', 'pageindex': 0, 'classname': '（1）班', 'classid': '15700', 'schoolname': '江北新区六一小学', 'gradeid': '15680', 'draw': 0, 'isadmin': 0, 'length': 10}]
42242 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '11336', 'pageindex': 0, 'classname': '（2）班', 'classid': '14723', 'schoolname': '南街小学', 'gradeid': '13892', 'draw': 0, 'isadmin': 0, 'length': 10}]
42249 [{'gradename': '学前班', 'start': 0, 'pageno': 1, 'schoolid': '25739', 'pageindex': 0, 'classname': '学前2班', 'classid': '25882', 'schoolname': '亳州新方学校', 'gradeid': '25873', 'draw': 0, 'isadmin': 0, 'length': 10}]
42251 [{'gradename': '六', 'start': 0, 'pageno': 1, 'schoolid': '3747', 'pageindex': 0, 'classname': '（8）小书虫班', 'classid': '3901', 'schoolname': '泗阳县众兴实验小学', 'gradeid': '3855', 'draw': 0, 'isadmin': 0, 'length': 10}]
42253 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '2916', 'pageindex': 0, 'classname': '（8）班', 'classid': '6708', 'schoolname': '太仓市科教新城实验小学', 'gradeid': '3000', 'draw': 0, 'isadmin': 0, 'length': 10}]
42257 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '5839', 'pageindex': 0, 'classname': '（3）班', 'classid': '6339', 'schoolname': '三盟科技大学附属学校', 'gradeid': '6319', 'draw': 0, 'isadmin': 0, 'length': 10}]
42258 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '1057', 'pageindex': 0, 'classname': '（5）班文明示范班', 'classid': '7385', 'schoolname': '江苏省太仓高级中学', 'gradeid': '7380', 'draw': 0, 'isadmin': 0, 'length': 10}]
42264 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '25557', 'pageindex': 0, 'classname': '（3）班', 'classid': '25637', 'schoolname': '常州市第二十四中学金坛分校', 'gradeid': '25558', 'draw': 0, 'isadmin': 0, 'length': 10}]
42267 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '7909', 'pageindex': 0, 'classname': '（2）班', 'classid': '7945', 'schoolname': '嘉兴市秀洲区磻溪教育集团', 'gradeid': '7915', 'draw': 0, 'isadmin': 0, 'length': 10}]
42269 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11094', 'pageindex': 0, 'classname': '（5）班', 'classid': '11554', 'schoolname': '军艺幼儿园', 'gradeid': '11530', 'draw': 0, 'isadmin': 0, 'length': 10}]
42271 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '10029', 'pageindex': 0, 'classname': '（3）班', 'classid': '10271', 'schoolname': '南京市浦口区新浦实验小学', 'gradeid': '10261', 'draw': 0, 'isadmin': 0, 'length': 10}]
42275 [{'gradename': '高三1部', 'start': 0, 'pageno': 1, 'schoolid': '7955', 'pageindex': 0, 'classname': '（6）班', 'classid': '8038', 'schoolname': '江苏省泗阳致远中学', 'gradeid': '7961', 'draw': 0, 'isadmin': 0, 'length': 10}]
42280 [{'gradename': '初三', 'start': 0, 'pageno': 1, 'schoolid': '3216', 'pageindex': 0, 'classname': '（8）班', 'classid': '3392', 'schoolname': '南京汉开书院', 'gradeid': '3219', 'draw': 0, 'isadmin': 0, 'length': 10}]
42283 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '6377', 'pageindex': 0, 'classname': '（12）班', 'classid': '9509', 'schoolname': '开发测试演示学校', 'gradeid': '9497', 'draw': 0, 'isadmin': 0, 'length': 10}]
42291 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '6377', 'pageindex': 0, 'classname': '（5）班', 'classid': '9502', 'schoolname': '开发测试演示学校', 'gradeid': '9497', 'draw': 0, 'isadmin': 0, 'length': 10}]
42313 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '5685', 'pageindex': 0, 'classname': '（8）班', 'classid': '8362', 'schoolname': '江阴高新区长山中心小学', 'gradeid': '8351', 'draw': 0, 'isadmin': 0, 'length': 10}]
42315 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '369', 'pageindex': 0, 'classname': '（9）班', 'classid': '400', 'schoolname': '吴江思贤实验小学', 'gradeid': '371', 'draw': 0, 'isadmin': 0, 'length': 10}]
42317 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '874', 'pageindex': 0, 'classname': '（7）班', 'classid': '892', 'schoolname': '河南省安阳市安阳第二十一中学', 'gradeid': '876', 'draw': 0, 'isadmin': 0, 'length': 10}]
42320 [{'gradename': '行政', 'start': 0, 'pageno': 1, 'schoolid': '9856', 'pageindex': 0, 'classname': '干事', 'classid': '25970', 'schoolname': '苏州湾实验初级中学', 'gradeid': '25495', 'draw': 0, 'isadmin': 0, 'length': 10}]
42328 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '3040', 'pageindex': 0, 'classname': '六班', 'classid': '3287', 'schoolname': '太仓市实验小学', 'gradeid': '3253', 'draw': 0, 'isadmin': 0, 'length': 10}]
42329 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '25655', 'pageindex': 0, 'classname': '（7）班', 'classid': '25674', 'schoolname': '北京东路小学分校', 'gradeid': '25667', 'draw': 0, 'isadmin': 0, 'length': 10}]
42334 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '4775', 'pageindex': 0, 'classname': '（2）班', 'classid': '8893', 'schoolname': '南通市北城小学', 'gradeid': '8891', 'draw': 0, 'isadmin': 0, 'length': 10}]
42348 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '6653', 'pageindex': 0, 'classname': '（1）班', 'classid': '7631', 'schoolname': '汉开书院淮安校区', 'gradeid': '7624', 'draw': 0, 'isadmin': 0, 'length': 10}]
42351 [{'gradename': '18级护理', 'start': 0, 'pageno': 1, 'schoolid': '4803', 'pageindex': 0, 'classname': '（15）班', 'classid': '6118', 'schoolname': '黄平县中等职业学校', 'gradeid': '5108', 'draw': 0, 'isadmin': 0, 'length': 10}]
42353 [{'gradename': '综合楼', 'start': 0, 'pageno': 1, 'schoolid': '9896', 'pageindex': 0, 'classname': '中澳班', 'classid': '10187', 'schoolname': '江苏省江浦高级中学', 'gradeid': '10186', 'draw': 0, 'isadmin': 0, 'length': 10}]
42357 [{'gradename': '初三年级', 'start': 0, 'pageno': 1, 'schoolid': '15936', 'pageindex': 0, 'classname': '（7）班', 'classid': '17344', 'schoolname': '绍兴市镜湖中学', 'gradeid': '16253', 'draw': 0, 'isadmin': 0, 'length': 10}]
42368 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '15974', 'pageindex': 0, 'classname': '（1）班', 'classid': '18570', 'schoolname': '昆明市五华区红旗小学德润校区', 'gradeid': '16454', 'draw': 0, 'isadmin': 0, 'length': 10}]
42372 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11363', 'pageindex': 0, 'classname': '（1）班', 'classid': '15044', 'schoolname': '滦镇街道鸭池口小学', 'gradeid': '14048', 'draw': 0, 'isadmin': 0, 'length': 10}]
42384 [{'gradename': '走廊', 'start': 0, 'pageno': 1, 'schoolid': '3675', 'pageindex': 0, 'classname': '四', 'classid': '4880', 'schoolname': '常熟市东南幼儿园', 'gradeid': '4876', 'draw': 0, 'isadmin': 0, 'length': 10}]
42395 [{'gradename': '艺术楼', 'start': 0, 'pageno': 1, 'schoolid': '9426', 'pageindex': 0, 'classname': '美术教室一', 'classid': '9477', 'schoolname': '溧水区第三高级中学', 'gradeid': '9476', 'draw': 0, 'isadmin': 0, 'length': 10}]
42397 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '3744', 'pageindex': 0, 'classname': '（2）班', 'classid': '4586', 'schoolname': '南京市溧水区石湫镇中心小学', 'gradeid': '4578', 'draw': 0, 'isadmin': 0, 'length': 10}]
42401 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '23077', 'pageindex': 0, 'classname': '（12）班', 'classid': '23270', 'schoolname': '江阴云亭中学', 'gradeid': '23256', 'draw': 0, 'isadmin': 0, 'length': 10}]
42405 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '10906', 'pageindex': 0, 'classname': '（7）班', 'classid': '10933', 'schoolname': '苏州金阊实验小学', 'gradeid': '10909', 'draw': 0, 'isadmin': 0, 'length': 10}]
42406 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '15916', 'pageindex': 0, 'classname': '（1）班', 'classid': '16784', 'schoolname': '康平县东关小学', 'gradeid': '16096', 'draw': 0, 'isadmin': 0, 'length': 10}]
42411 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '5839', 'pageindex': 0, 'classname': '（4）班', 'classid': '6330', 'schoolname': '三盟科技大学附属学校', 'gradeid': '6318', 'draw': 0, 'isadmin': 0, 'length': 10}]
42415 [{'gradename': '施工队', 'start': 0, 'pageno': 1, 'schoolid': '10857', 'pageindex': 0, 'classname': '人员', 'classid': '10859', 'schoolname': '安康市恒口示范区新建小学', 'gradeid': '10858', 'draw': 0, 'isadmin': 0, 'length': 10}]
42417 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '25240', 'pageindex': 0, 'classname': '（7）班', 'classid': '25507', 'schoolname': '上海市莘城学校', 'gradeid': '25498', 'draw': 0, 'isadmin': 0, 'length': 10}]
42418 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '11429', 'pageindex': 0, 'classname': '（1）班', 'classid': '11968', 'schoolname': '长安兴国初级中学', 'gradeid': '11951', 'draw': 0, 'isadmin': 0, 'length': 10}]
42421 [{'gradename': '初二年级', 'start': 0, 'pageno': 1, 'schoolid': '15936', 'pageindex': 0, 'classname': '（12）班', 'classid': '17337', 'schoolname': '绍兴市镜湖中学', 'gradeid': '16252', 'draw': 0, 'isadmin': 0, 'length': 10}]
42425 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '15949', 'pageindex': 0, 'classname': '（3）班', 'classid': '17686', 'schoolname': '杭州市澎致小学', 'gradeid': '16316', 'draw': 0, 'isadmin': 0, 'length': 10}]
42426 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '955', 'pageindex': 0, 'classname': '（8）班', 'classid': '1335', 'schoolname': '上海理工大学附属中学', 'gradeid': '1322', 'draw': 0, 'isadmin': 0, 'length': 10}]
42428 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '11349', 'pageindex': 0, 'classname': '（1）班', 'classid': '22346', 'schoolname': '王莽九年制学校', 'gradeid': '22335', 'draw': 0, 'isadmin': 0, 'length': 10}]
42433 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '2117', 'pageindex': 0, 'classname': '（2）班', 'classid': '2656', 'schoolname': '徐州丰县广宇中英文学校', 'gradeid': '2627', 'draw': 0, 'isadmin': 0, 'length': 10}]
42439 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '22615', 'pageindex': 0, 'classname': '（3）班', 'classid': '22844', 'schoolname': '南京市朝天宫民族小学', 'gradeid': '22834', 'draw': 0, 'isadmin': 0, 'length': 10}]
42440 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '15951', 'pageindex': 0, 'classname': '（6）班', 'classid': '17795', 'schoolname': '杭州市濮家小学', 'gradeid': '16329', 'draw': 0, 'isadmin': 0, 'length': 10}]
42443 [{'gradename': '学前班', 'start': 0, 'pageno': 1, 'schoolid': '11385', 'pageindex': 0, 'classname': '（1）班', 'classid': '23462', 'schoolname': '引镇天王小学', 'gradeid': '23461', 'draw': 0, 'isadmin': 0, 'length': 10}]
42445 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '1041', 'pageindex': 0, 'classname': '（2）班', 'classid': '1979', 'schoolname': '常熟市东南实验小学', 'gradeid': '1042', 'draw': 0, 'isadmin': 0, 'length': 10}]
42451 [{'gradename': '一年级22', 'start': 0, 'pageno': 1, 'schoolid': '748', 'pageindex': 0, 'classname': '一（3）班', 'classid': '25682', 'schoolname': '江山贺村第二小学', 'gradeid': '25679', 'draw': 0, 'isadmin': 0, 'length': 10}]
42458 [{'gradename': '初一年级', 'start': 0, 'pageno': 1, 'schoolid': '15936', 'pageindex': 0, 'classname': '（2）班', 'classid': '17315', 'schoolname': '绍兴市镜湖中学', 'gradeid': '16251', 'draw': 0, 'isadmin': 0, 'length': 10}]
42463 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '15952', 'pageindex': 0, 'classname': '（2）班', 'classid': '17833', 'schoolname': '茅以升实验小学', 'gradeid': '16334', 'draw': 0, 'isadmin': 0, 'length': 10}]
42466 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '3614', 'pageindex': 0, 'classname': '（3）班', 'classid': '4110', 'schoolname': '南京市溧水区明觉初级中学', 'gradeid': '4103', 'draw': 0, 'isadmin': 0, 'length': 10}]
42467 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '11362', 'pageindex': 0, 'classname': '（11）班', 'classid': '15005', 'schoolname': '西安市长安区第一小学', 'gradeid': '14037', 'draw': 0, 'isadmin': 0, 'length': 10}]
42475 [{'gradename': '初三', 'start': 0, 'pageno': 1, 'schoolid': '9253', 'pageindex': 0, 'classname': '（2）班', 'classid': '9284', 'schoolname': '梅岭中学京华城校区', 'gradeid': '9256', 'draw': 0, 'isadmin': 0, 'length': 10}]
42482 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '22946', 'pageindex': 0, 'classname': '（10）班', 'classid': '23057', 'schoolname': '江苏省江阴市第一中学', 'gradeid': '23032', 'draw': 0, 'isadmin': 0, 'length': 10}]
42484 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '15922', 'pageindex': 0, 'classname': '（1）班', 'classid': '16960', 'schoolname': '康平县西关屯逸夫九年一贯制学校', 'gradeid': '16144', 'draw': 0, 'isadmin': 0, 'length': 10}]
42485 [{'gradename': '高二教学班（合格）', 'start': 0, 'pageno': 1, 'schoolid': '955', 'pageindex': 0, 'classname': '20届政治03班(合格)', 'classid': '2485', 'schoolname': '上海理工大学附属中学', 'gradeid': '2244', 'draw': 0, 'isadmin': 0, 'length': 10}]
42500 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '9253', 'pageindex': 0, 'classname': '（13）班', 'classid': '26331', 'schoolname': '梅岭中学京华城校区', 'gradeid': '9255', 'draw': 0, 'isadmin': 0, 'length': 10}]
42515 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '11305', 'pageindex': 0, 'classname': '（1）班', 'classid': '14430', 'schoolname': '大兆街道倪家滩小学', 'gradeid': '13720', 'draw': 0, 'isadmin': 0, 'length': 10}]
42540 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '8485', 'pageindex': 0, 'classname': '（8）班', 'classid': '8629', 'schoolname': '邹城四中钢山校区', 'gradeid': '8620', 'draw': 0, 'isadmin': 0, 'length': 10}]
42553 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '748', 'pageindex': 0, 'classname': '（4）班', 'classid': '784', 'schoolname': '江山贺村第二小学', 'gradeid': '752', 'draw': 0, 'isadmin': 0, 'length': 10}]
42555 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '11323', 'pageindex': 0, 'classname': '（7）班', 'classid': '14597', 'schoolname': '西安铁一中湖滨小学', 'gradeid': '13817', 'draw': 0, 'isadmin': 0, 'length': 10}]
42561 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '1060', 'pageindex': 0, 'classname': '（7）班', 'classid': '2764', 'schoolname': '徐州市民主路小学', 'gradeid': '2731', 'draw': 0, 'isadmin': 0, 'length': 10}]
42571 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '11426', 'pageindex': 0, 'classname': '（1）班', 'classid': '12202', 'schoolname': '长安区第二初级中学', 'gradeid': '12196', 'draw': 0, 'isadmin': 0, 'length': 10}]
42577 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '15921', 'pageindex': 0, 'classname': '（2）班', 'classid': '16943', 'schoolname': '康平县方家九年一贯制学校', 'gradeid': '16139', 'draw': 0, 'isadmin': 0, 'length': 10}]
42580 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '11429', 'pageindex': 0, 'classname': '（2）班', 'classid': '11985', 'schoolname': '长安兴国初级中学', 'gradeid': '11965', 'draw': 0, 'isadmin': 0, 'length': 10}]
42608 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '23937', 'pageindex': 0, 'classname': '（1）班', 'classid': '24531', 'schoolname': '五华县梅林镇华光教学点', 'gradeid': '24526', 'draw': 0, 'isadmin': 0, 'length': 10}]
42617 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '1387', 'pageindex': 0, 'classname': '（24）班', 'classid': '7688', 'schoolname': '上饶市广丰一中', 'gradeid': '7662', 'draw': 0, 'isadmin': 0, 'length': 10}]
42626 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '2777', 'pageindex': 0, 'classname': '（5）班', 'classid': '3435', 'schoolname': '射阳县第三中学', 'gradeid': '3409', 'draw': 0, 'isadmin': 0, 'length': 10}]
42631 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '23078', 'pageindex': 0, 'classname': '（6）班', 'classid': '23308', 'schoolname': '江阴市要塞中学初中部', 'gradeid': '23296', 'draw': 0, 'isadmin': 0, 'length': 10}]
42636 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '9896', 'pageindex': 0, 'classname': '（13）班', 'classid': '9912', 'schoolname': '江苏省江浦高级中学', 'gradeid': '9897', 'draw': 0, 'isadmin': 0, 'length': 10}]
42644 [{'gradename': '国际高二', 'start': 0, 'pageno': 1, 'schoolid': '5858', 'pageindex': 0, 'classname': '（1）班', 'classid': '6764', 'schoolname': '北京新东方扬州外国语学校', 'gradeid': '6746', 'draw': 0, 'isadmin': 0, 'length': 10}]
