10012 [{'pageno': 1, 'start': 0, 'classname': '（6）百合班', 'schoolid': '3747', 'isadmin': 0, 'classid': '3887', 'draw': 0, 'gradeid': '3854', 'schoolname': '泗阳县众兴实验小学', 'gradename': '五', 'pageindex': 0, 'length': 10}]
46376 [{'pageno': 1, 'start': 0, 'classname': '（16）跳跳兔班', 'schoolid': '3747', 'isadmin': 0, 'classid': '3831', 'draw': 0, 'gradeid': '3748', 'schoolname': '泗阳县众兴实验小学', 'gradename': '一', 'pageindex': 0, 'length': 10}]
46377 [{'pageno': 1, 'start': 0, 'classname': '录播室2', 'schoolid': '944', 'isadmin': 0, 'classid': '2098', 'draw': 0, 'gradeid': '2083', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '综合楼二层', 'pageindex': 0, 'length': 10}]
46396 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '6405', 'isadmin': 0, 'classid': '7112', 'draw': 0, 'gradeid': '7101', 'schoolname': '盐城市射阳县港城实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
46418 [{'pageno': 1, 'start': 0, 'classname': '（一）', 'schoolid': '955', 'isadmin': 0, 'classid': '2499', 'draw': 0, 'gradeid': '2498', 'schoolname': '上海理工大学附属中学', 'gradename': '专用教室', 'pageindex': 0, 'length': 10}]
46419 [{'pageno': 1, 'start': 0, 'classname': '五', 'schoolid': '3782', 'isadmin': 0, 'classid': '4513', 'draw': 0, 'gradeid': '4316', 'schoolname': '泰州市姜堰区实验小学教育集团', 'gradename': '公共区域大屏', 'pageindex': 0, 'length': 10}]
46428 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '1', 'isadmin': 0, 'classid': '206', 'draw': 0, 'gradeid': '202', 'schoolname': '苏州紫橙实验学校', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
46430 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '2882', 'isadmin': 0, 'classid': '2994', 'draw': 0, 'gradeid': '2967', 'schoolname': '太仓市沙溪镇第二小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
46431 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '3036', 'isadmin': 0, 'classid': '3161', 'draw': 0, 'gradeid': '3130', 'schoolname': '太仓市新区第三小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
46470 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '1057', 'isadmin': 0, 'classid': '1232', 'draw': 0, 'gradeid': '1202', 'schoolname': '江苏省太仓高级中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
46483 [{'pageno': 1, 'start': 0, 'classname': '一班', 'schoolid': '3040', 'isadmin': 0, 'classid': '3258', 'draw': 0, 'gradeid': '3250', 'schoolname': '太仓市实验小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
46501 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '1060', 'isadmin': 0, 'classid': '2954', 'draw': 0, 'gradeid': '2948', 'schoolname': '徐州市民主路小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
46504 [{'pageno': 1, 'start': 0, 'classname': '象棋启蒙', 'schoolid': '3575', 'isadmin': 0, 'classid': '5386', 'draw': 0, 'gradeid': '5283', 'schoolname': '遂昌县青少年宫', 'gradename': '象棋', 'pageindex': 0, 'length': 10}]
46518 [{'pageno': 1, 'start': 0, 'classname': '2016级12班', 'schoolid': '4885', 'isadmin': 0, 'classid': '4980', 'draw': 0, 'gradeid': '4915', 'schoolname': '衢州兴华中学', 'gradename': '2016级', 'pageindex': 0, 'length': 10}]
46549 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '1075', 'isadmin': 0, 'classid': '1099', 'draw': 0, 'gradeid': '1081', 'schoolname': '江山市大溪滩小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
46552 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '1041', 'isadmin': 0, 'classid': '2005', 'draw': 0, 'gradeid': '1996', 'schoolname': '常熟市东南实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
46554 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '1041', 'isadmin': 0, 'classid': '2003', 'draw': 0, 'gradeid': '1996', 'schoolname': '常熟市东南实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
46556 [{'pageno': 1, 'start': 0, 'classname': '（17）班', 'schoolid': '904', 'isadmin': 0, 'classid': '1504', 'draw': 0, 'gradeid': '905', 'schoolname': '南京市浦口区实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
46560 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '2774', 'isadmin': 0, 'classid': '2792', 'draw': 0, 'gradeid': '2775', 'schoolname': '太仓市双凤中心小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
46568 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '947', 'isadmin': 0, 'classid': '998', 'draw': 0, 'gradeid': '950', 'schoolname': '江苏省溧水高级中学', 'gradename': '原高三', 'pageindex': 0, 'length': 10}]
46596 [{'pageno': 1, 'start': 0, 'classname': '4', 'schoolid': '955', 'isadmin': 0, 'classid': '2126', 'draw': 0, 'gradeid': '1886', 'schoolname': '上海理工大学附属中学', 'gradename': '门禁', 'pageindex': 0, 'length': 10}]
46641 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '1060', 'isadmin': 0, 'classid': '2771', 'draw': 0, 'gradeid': '2731', 'schoolname': '徐州市民主路小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
46661 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '3615', 'isadmin': 0, 'classid': '3709', 'draw': 0, 'gradeid': '3680', 'schoolname': '南京市金陵中学溧水分校', 'gradename': '初三 ', 'pageindex': 0, 'length': 10}]
46685 [{'pageno': 1, 'start': 0, 'classname': '一', 'schoolid': '7012', 'isadmin': 0, 'classid': '7322', 'draw': 0, 'gradeid': '7320', 'schoolname': '南京市溧水区第三小学', 'gradename': '美术室', 'pageindex': 0, 'length': 10}]
46700 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '4803', 'isadmin': 0, 'classid': '5177', 'draw': 0, 'gradeid': '5117', 'schoolname': '黄平县中等职业学校', 'gradename': '18级汽修', 'pageindex': 0, 'length': 10}]
46701 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '120', 'isadmin': 0, 'classid': '225', 'draw': 0, 'gradeid': '219', 'schoolname': '苏州市勤惜实验小学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
46724 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '910', 'isadmin': 0, 'classid': '917', 'draw': 0, 'gradeid': '911', 'schoolname': '郑州市第二十四中学', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
46726 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '3039', 'isadmin': 0, 'classid': '3104', 'draw': 0, 'gradeid': '3101', 'schoolname': '太仓市城厢镇第一小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
46732 [{'pageno': 1, 'start': 0, 'classname': '（20）班', 'schoolid': '1387', 'isadmin': 0, 'classid': '1416', 'draw': 0, 'gradeid': '1388', 'schoolname': '上饶市广丰一中', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
46759 [{'pageno': 1, 'start': 0, 'classname': '（18）班', 'schoolid': '904', 'isadmin': 0, 'classid': '7371', 'draw': 0, 'gradeid': '7353', 'schoolname': '南京市浦口区实验小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
46763 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '6176', 'isadmin': 0, 'classid': '6533', 'draw': 0, 'gradeid': '6177', 'schoolname': '太仓市明德高级中学', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
46774 [{'pageno': 1, 'start': 0, 'classname': '（16）班', 'schoolid': '1057', 'isadmin': 0, 'classid': '7396', 'draw': 0, 'gradeid': '7380', 'schoolname': '江苏省太仓高级中学', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
46776 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '955', 'isadmin': 0, 'classid': '1325', 'draw': 0, 'gradeid': '956', 'schoolname': '上海理工大学附属中学', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
46798 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '810', 'isadmin': 0, 'classid': '821', 'draw': 0, 'gradeid': '812', 'schoolname': '江山市清湖高级中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
46799 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '944', 'isadmin': 0, 'classid': '1903', 'draw': 0, 'gradeid': '1654', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
46831 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '6571', 'isadmin': 0, 'classid': '6609', 'draw': 0, 'gradeid': '6577', 'schoolname': '洛阳西工区外国语小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
46861 [{'pageno': 1, 'start': 0, 'classname': '（31）班', 'schoolid': '1387', 'isadmin': 0, 'classid': '1427', 'draw': 0, 'gradeid': '1388', 'schoolname': '上饶市广丰一中', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
46866 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '6176', 'isadmin': 0, 'classid': '6531', 'draw': 0, 'gradeid': '6177', 'schoolname': '太仓市明德高级中学', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
46885 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '874', 'isadmin': 0, 'classid': '878', 'draw': 0, 'gradeid': '875', 'schoolname': '河南省安阳市安阳第二十一中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
46887 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '551', 'isadmin': 0, 'classid': '652', 'draw': 0, 'gradeid': '585', 'schoolname': '苏州星海实验中学', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
46956 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '1439', 'isadmin': 0, 'classid': '1554', 'draw': 0, 'gradeid': '1441', 'schoolname': '广丰一中锐境学校', 'gradename': '八年级', 'pageindex': 0, 'length': 10}]
47004 [{'pageno': 1, 'start': 0, 'classname': '（13）班', 'schoolid': '947', 'isadmin': 0, 'classid': '1002', 'draw': 0, 'gradeid': '950', 'schoolname': '江苏省溧水高级中学', 'gradename': '原高三', 'pageindex': 0, 'length': 10}]
47028 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '6571', 'isadmin': 0, 'classid': '6611', 'draw': 0, 'gradeid': '6577', 'schoolname': '洛阳西工区外国语小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
47058 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '4803', 'isadmin': 0, 'classid': '5194', 'draw': 0, 'gradeid': '5123', 'schoolname': '黄平县中等职业学校', 'gradename': '18级升学班', 'pageindex': 0, 'length': 10}]
47083 [{'pageno': 1, 'start': 0, 'classname': '1', 'schoolid': '1064', 'isadmin': 0, 'classid': '3249', 'draw': 0, 'gradeid': '3248', 'schoolname': '未来领导力学校', 'gradename': '未启用教室', 'pageindex': 0, 'length': 10}]
47088 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '7014', 'isadmin': 0, 'classid': '7270', 'draw': 0, 'gradeid': '7269', 'schoolname': '二年级', 'gradename': '（1）班', 'pageindex': 0, 'length': 10}]
47117 [{'pageno': 1, 'start': 0, 'classname': '会议室', 'schoolid': '944', 'isadmin': 0, 'classid': '2080', 'draw': 0, 'gradeid': '2079', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '综合楼一层', 'pageindex': 0, 'length': 10}]
47125 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '1075', 'isadmin': 0, 'classid': '1100', 'draw': 0, 'gradeid': '1081', 'schoolname': '江山市大溪滩小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
47132 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '5839', 'isadmin': 0, 'classid': '6337', 'draw': 0, 'gradeid': '6319', 'schoolname': '三盟科技大学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
47162 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '1064', 'isadmin': 0, 'classid': '2532', 'draw': 0, 'gradeid': '1912', 'schoolname': '未来领导力学校', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
47219 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '2117', 'isadmin': 0, 'classid': '2139', 'draw': 0, 'gradeid': '2135', 'schoolname': '徐州丰县广宇中英文学校', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
47244 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '3036', 'isadmin': 0, 'classid': '3174', 'draw': 0, 'gradeid': '3132', 'schoolname': '太仓市新区第三小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
47256 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '810', 'isadmin': 0, 'classid': '817', 'draw': 0, 'gradeid': '811', 'schoolname': '江山市清湖高级中学', 'gradename': '高三(已毕业)', 'pageindex': 0, 'length': 10}]
47266 [{'pageno': 1, 'start': 0, 'classname': '一楼(1号)', 'schoolid': '1041', 'isadmin': 0, 'classid': '3330', 'draw': 0, 'gradeid': '3329', 'schoolname': '常熟市东南实验小学', 'gradename': '行政楼', 'pageindex': 0, 'length': 10}]
47273 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '1057', 'isadmin': 0, 'classid': '1229', 'draw': 0, 'gradeid': '1202', 'schoolname': '江苏省太仓高级中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
47307 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '3039', 'isadmin': 0, 'classid': '3125', 'draw': 0, 'gradeid': '3122', 'schoolname': '太仓市城厢镇第一小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
47353 [{'pageno': 1, 'start': 0, 'classname': '大队室', 'schoolid': '944', 'isadmin': 0, 'classid': '2091', 'draw': 0, 'gradeid': '2083', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '综合楼二层', 'pageindex': 0, 'length': 10}]
47365 [{'pageno': 1, 'start': 0, 'classname': '（12）班', 'schoolid': '947', 'isadmin': 0, 'classid': '1015', 'draw': 0, 'gradeid': '953', 'schoolname': '江苏省溧水高级中学', 'gradename': '流动教室', 'pageindex': 0, 'length': 10}]
47366 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '4803', 'isadmin': 0, 'classid': '5169', 'draw': 0, 'gradeid': '5114', 'schoolname': '黄平县中等职业学校', 'gradename': '18级电子商务', 'pageindex': 0, 'length': 10}]
47374 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '4803', 'isadmin': 0, 'classid': '5104', 'draw': 0, 'gradeid': '5090', 'schoolname': '黄平县中等职业学校', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
47385 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '5853', 'isadmin': 0, 'classid': '5856', 'draw': 0, 'gradeid': '5854', 'schoolname': '西北工业大学启迪中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
47394 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '904', 'isadmin': 0, 'classid': '1497', 'draw': 0, 'gradeid': '905', 'schoolname': '南京市浦口区实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
47396 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '2781', 'isadmin': 0, 'classid': '2843', 'draw': 0, 'gradeid': '2817', 'schoolname': '太仓市弇山小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
47407 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '1048', 'isadmin': 0, 'classid': '2295', 'draw': 0, 'gradeid': '2250', 'schoolname': '南京晓庄学院滨河实验学校', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
47419 [{'pageno': 1, 'start': 0, 'classname': '东门', 'schoolid': '3612', 'isadmin': 0, 'classid': '3963', 'draw': 0, 'gradeid': '3962', 'schoolname': '南京市溧水区白马中学', 'gradename': 'LED大屏', 'pageindex': 0, 'length': 10}]
47424 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '4505', 'isadmin': 0, 'classid': '7230', 'draw': 0, 'gradeid': '7219', 'schoolname': '宜昌市西陵区铁路坝小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
47446 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '5839', 'isadmin': 0, 'classid': '6338', 'draw': 0, 'gradeid': '6319', 'schoolname': '三盟科技大学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
47479 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '904', 'isadmin': 0, 'classid': '7358', 'draw': 0, 'gradeid': '7353', 'schoolname': '南京市浦口区实验小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
47516 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '944', 'isadmin': 0, 'classid': '1901', 'draw': 0, 'gradeid': '1654', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
47520 [{'pageno': 1, 'start': 0, 'classname': '合班教室（1）', 'schoolid': '1057', 'isadmin': 0, 'classid': '1218', 'draw': 0, 'gradeid': '1058', 'schoolname': '江苏省太仓高级中学', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
47529 [{'pageno': 1, 'start': 0, 'classname': '(2)班', 'schoolid': '6816', 'isadmin': 0, 'classid': '6819', 'draw': 0, 'gradeid': '6817', 'schoolname': '重庆市彭水县民族中学校', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
47565 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '1075', 'isadmin': 0, 'classid': '1095', 'draw': 0, 'gradeid': '1079', 'schoolname': '江山市大溪滩小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
47566 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '359', 'isadmin': 0, 'classid': '361', 'draw': 0, 'gradeid': '360', 'schoolname': '苏州西安交通大学附属中学', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
47570 [{'pageno': 1, 'start': 0, 'classname': '（17）班', 'schoolid': '1068', 'isadmin': 0, 'classid': '1188', 'draw': 0, 'gradeid': '1171', 'schoolname': '连云港市赣榆县第一中学', 'gradename': '高三2018', 'pageindex': 0, 'length': 10}]
47578 [{'pageno': 1, 'start': 0, 'classname': '三楼书法过道', 'schoolid': '289', 'isadmin': 0, 'classid': '355', 'draw': 0, 'gradeid': '352', 'schoolname': '苏州工业园区翰林小学', 'gradename': '大厅模式', 'pageindex': 0, 'length': 10}]
47590 [{'pageno': 1, 'start': 0, 'classname': '3', 'schoolid': '6653', 'isadmin': 0, 'classid': '7022', 'draw': 0, 'gradeid': '6654', 'schoolname': '汉开书院淮安校区', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
47595 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '810', 'isadmin': 0, 'classid': '841', 'draw': 0, 'gradeid': '834', 'schoolname': '江山市清湖高级中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
47608 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '2206', 'isadmin': 0, 'classid': '2698', 'draw': 0, 'gradeid': '2679', 'schoolname': '江山二中', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
47646 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '2781', 'isadmin': 0, 'classid': '2824', 'draw': 0, 'gradeid': '2814', 'schoolname': '太仓市弇山小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
